0,0,1.0133333333333334,1.0133333333333334
0,0,1.0135135135135136,1.0135135135135136
0,0,1.010204081632653,1.0208333333333333
0,1.0144927536231885,1.0081967213114753,0
0,0,1.0082644628099173,0
0,0,1.0105263157894737,0
1.0066225165562914,0,1.0144927536231885,0
1.0066666666666666,1.0232558139534884,0,0
1.0057471264367817,1.0555555555555556,1.0051546391752577,0
2.1478822684852834,0,2.009181347150259,0
1.0057803468208093,1.0588235294117647,1.005181347150259,0
2.13007614213198,0,2.0092083333333335,0
1.005813953488372,1.0588235294117647,1.0052356020942408,0
2.116213151927438,0,2.009263157894737,0
1.0058479532163742,1.0625,1.0052631578947369,0
2.1162393162393163,0,2.009291005291005,0
1.0059171597633136,1.0666666666666667,1.0053191489361701,0
2.105154639175258,0,2.00931914893617,0
1.005952380952381,1.0666666666666667,1.0053475935828877,0
2.0961174242424243,0,2.0093763440860215,0
1.0059880239520957,1.0714285714285714,0,0
2.096144693003332,0,1.004,0
1.006060606060606,1.0769230769230769,0,0
1.0052631578947369,0,0,0
1.0060975609756098,0,0,0
1.0071942446043165,0,0,0
1.008849557522124,0,0,0
1.0114942528735633,0,0,0
1.0161290322580645,0,2.027615780445969,1.0108695652173914
2.0292139554434634,0,1.0121951219512195,1.0086206896551724
2.0474393530997306,0,1.0120481927710843,1.008695652173913
1.0357142857142858,0,1.0119047619047619,2.030994152046784
0,0,2.0260400616332817,1.0113636363636365
1.0357142857142858,0,1.0116279069767442,1.0089285714285714
1.0344827586206897,0,1.0114942528735633,1.009009009009009
1.25,0,1.0113636363636365,1.009090909090909
0,2.0,1.0112359550561798,1.0091743119266054
1.0416666666666667,0,1.0044444444444445,1.0092592592592593
0,2.0,1.0044642857142858,1.0093457943925233
1.0416666666666667,0,1.0044843049327354,1.009433962264151
0,2.0,1.0045045045045045,1.0095238095238095
1.04,0,1.004524886877828,1.0096153846153846
0,1.0074074074074073,1.0045454545454546,1.0097087378640777
0,0,1.0040983606557377,1.0129870129870129
0,0,1.0037313432835822,1.0196078431372548
0,0,1.0034246575342465,0
0,1.003003003003003,1.0037593984962405,0
0,1.003003003003003,1.0041666666666667,0
0,1.003003003003003,1.0046728971962617,0
0,0,1.0053191489361701,0
0,0,1.0061728395061729,0
0,0,1.0073529411764706,0
0,1.0038910505836576,1.009090909090909,0
0,1.0038910505836576,1.0119047619047619,0
0,1.00390625,1.0172413793103448,0
0,2.20390625,0,0
1.05,1.0043478260869565,0,0
0,2.203921568627451,0,0
0,1.0043668122270741,0,0
0,1.0049019607843137,0,1.0034965034965035
0,1.0056179775280898,0,1.0035087719298246
0,1.0065359477124183,0,1.0035211267605635
0,1.0078740157480315,0,2.0139502355712606
0,1.0078740157480315,0,2.018176764869372
0,2.0207570207570207,0,1.0043290043290043
0,2.028768914627312,0,1.0043478260869565
0,2.048872180451128,1.01,0
0,2.3533333333333335,1.0101010101010102,0
1.0476190476190477,1.04,1.010204081632653,0
0,2.270408163265306,1.0103092783505154,0
1.0476190476190477,1.0416666666666667,1.0104166666666667,0
0,2.270833333333333,1.0105263157894737,0
1.05,1.0434782608695652,1.0106382978723405,0
0,2.220833333333333,1.010752688172043,0
0,1.0454545454545454,2.0208695652173914,0
0,0,2.0284388866478418,1.0044444444444445
1.0114942528735633,0,1.0208333333333333,1.0040160642570282
1.0114942528735633,1.0092592592592593,0,1.0036630036630036
1.0163934426229508,1.0075187969924813,0,1.0036764705882353
